[00:00:00] , "Team 2" , "5" , "Mei" , "EV_PlayerJoinedMatch" , "Mei" , ""
[00:03:41] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-48.21, 6.00, -69.08)" , ""
[00:03:41] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-42.43, 5.85, -52.55)" , ""
[00:03:41] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-20.77, 6.03, -69.20)" , ""
[00:03:41] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-23.69, 6.02, -64.46)" , ""
[00:03:41] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-41.47, 6.00, -61.27)" , ""
[00:03:41] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-40.59, 6.00, -73.86)" , ""
[00:03:42] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "100" , ""
[00:03:42] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-49.42, 6.00, -69.41)" , ""
[00:03:42] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-25.80, 6.04, -65.81)" , ""
[00:03:42] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-26.31, 6.03, -57.68)" , ""
[00:03:42] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:03:42] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:03:42] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-32.28, 6.21, -65.59)" , ""
[00:03:43] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_2" , "Soldier: 76" , ""
[00:03:43] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:43] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:03:43] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(62.19, 4.00, -64.62)" , ""
[00:03:43] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-48.21, 6.00, -69.08)" , ""
[00:03:43] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-42.43, 5.85, -52.55)" , ""
[00:03:43] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-24.36, 6.03, -63.72)" , ""
[00:03:43] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-20.70, 6.02, -65.72)" , ""
[00:03:43] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-35.08, 5.85, -56.61)" , ""
[00:03:43] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-36.62, 5.86, -66.45)" , ""
[00:03:44] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-51.97, 6.00, -76.69)" , ""
[00:03:44] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-25.52, 6.04, -67.36)" , ""
[00:03:44] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-27.27, 6.07, -58.34)" , ""
[00:03:44] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-27.13, 6.06, -67.05)" , ""
[00:03:44] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:44] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:03:44] , "Team 1" , "0" , "NELS" , "EV_Knockback_Received" , "" , "NELS"
[00:03:44] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:03:45] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:45] , "Team 2" , "1" , "Ana" , "EV_Died" , "" , "Bastion"
[00:03:45] , "Team 1" , "5" , "Bastion" , "EV_FinalBlow" , "Ana" , ""
[00:03:45] , "Team 1" , "5" , "Bastion" , "EV_Kill" , "Ana" , ""
[00:03:45] , "Team 1" , "2" , "Zenyatta" , "EV_Kill" , "Ana" , ""
[00:03:45] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:45] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(49.44, 5.86, -66.51)" , ""
[00:03:45] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-48.21, 6.00, -69.08)" , ""
[00:03:45] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-42.43, 5.85, -52.55)" , ""
[00:03:45] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-32.34, 5.85, -60.63)" , ""
[00:03:45] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-19.63, 6.03, -66.81)" , ""
[00:03:45] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-40.87, 6.00, -60.82)" , ""
[00:03:45] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-42.57, 6.00, -62.59)" , ""
[00:03:45] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "22" , ""
[00:03:45] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "20" , ""
[00:03:45] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "48" , ""
[00:03:45] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "28" , ""
[00:03:45] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "24" , ""
[00:03:45] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "26" , ""
[00:03:45] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "16" , ""
[00:03:45] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:45] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Roadhog" , ""
[00:03:45] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Roadhog" , ""
[00:03:45] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "33" , ""
[00:03:45] , "Team 2" , "2" , "Roadhog" , "EV_Died" , "" , "NELS"
[00:03:45] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "50" , ""
[00:03:45] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "24" , ""
[00:03:45] , "Team 1" , "5" , "Bastion" , "EV_Kill" , "Roadhog" , ""
[00:03:45] , "Team 1" , "4" , "Roadhog" , "EV_Kill" , "Roadhog" , ""
[00:03:45] , "Team 1" , "3" , "Zarya" , "EV_Kill" , "Roadhog" , ""
[00:03:45] , "Team 1" , "2" , "Zenyatta" , "EV_Kill" , "Roadhog" , ""
[00:03:45] , "Team 1" , "1" , "Lúcio" , "EV_Kill" , "Roadhog" , ""
[00:03:46] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-56.39, 6.00, -70.94)" , ""
[00:03:46] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-25.52, 6.04, -67.36)" , ""
[00:03:46] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-27.27, 6.07, -58.34)" , ""
[00:03:46] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-31.55, 8.84, -67.04)" , ""
[00:03:46] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:03:47] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "100" , ""
[00:03:47] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(35.51, 6.06, -64.62)" , ""
[00:03:47] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(64.14, 4.00, -65.63)" , ""
[00:03:47] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-42.43, 5.85, -52.55)" , ""
[00:03:47] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-31.55, 5.85, -59.80)" , ""
[00:03:47] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-19.63, 6.00, -69.59)" , ""
[00:03:47] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-46.16, 6.00, -66.14)" , ""
[00:03:47] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-42.84, 6.00, -64.40)" , ""
[00:03:47] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:03:48] , "Team 1" , "0" , "NELS" , "EV_UsedAbility_1" , "Genji" , ""
[00:03:48] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-59.79, 6.00, -68.97)" , ""
[00:03:48] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-25.52, 6.04, -67.36)" , ""
[00:03:48] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-27.27, 6.07, -58.34)" , ""
[00:03:48] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:03:48] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-32.61, 10.00, -91.47)" , ""
[00:03:49] , "Team 1" , "5" , "Bastion" , "EV_UsedAbility_1" , "Bastion" , ""
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(23.50, 6.00, -72.10)" , ""
[00:03:49] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(53.82, 4.00, -67.30)" , ""
[00:03:49] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-42.43, 5.85, -52.55)" , ""
[00:03:49] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-41.30, 6.00, -61.81)" , ""
[00:03:49] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-28.37, 6.02, -65.62)" , ""
[00:03:49] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-49.39, 6.00, -71.38)" , ""
[00:03:49] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-51.03, 6.00, -70.22)" , ""
[00:03:49] , "Team 1" , "0" , "NELS" , "EV_RoundEnded" , "2" , ""
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Damage_All" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Damage_Barrier" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Accuracy_Critical" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Damage_Blocked" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Damage_Taken" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shot_Hit_Critical" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Deaths_All" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Assists_Defensive" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Eliminations" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Deaths_Environmental" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Kills_Environmental" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_FinalBlows" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Healing_Dealt" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Healing_Received" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Damage_Heroes" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Multikill_Best" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Multikills" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Kills_Objective" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Assists_Offensive" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Accuracy_Scoped" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Accuracy_Scoped_Critical" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Kills_Scoped_Critical" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots_Hit_Scoped_Critical" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots_Hit_Scoped" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots_Scoped" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Healing_Self" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots_Hit" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Shots_Missed" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Kills_Solo" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Ultimates_Earned" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Ultimates_Used" , "0" , "McCree"
[00:03:49] , "Team 1" , "0" , "NELS" , "HS_Accuracy" , "0" , "McCree"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Damage_All" , "3360.48" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Damage_Barrier" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Accuracy_Critical" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Damage_Blocked" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Damage_Taken" , "1041.79" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shot_Hit_Critical" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Deaths_All" , "2" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Assists_Defensive" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Eliminations" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Deaths_Environmental" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Kills_Environmental" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_FinalBlows" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Healing_Dealt" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Healing_Received" , "465.39" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Damage_Heroes" , "160.48" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Multikill_Best" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Multikills" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Kills_Objective" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Assists_Offensive" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Accuracy_Scoped" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Accuracy_Scoped_Critical" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Kills_Scoped_Critical" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots_Hit_Scoped_Critical" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots_Hit_Scoped" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots_Scoped" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Healing_Self" , "301.08" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots" , "21" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots_Hit" , "5" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Shots_Missed" , "12" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Kills_Solo" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Ultimates_Earned" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Ultimates_Used" , "0" , "Mei"
[00:03:49] , "Team 2" , "5" , "Mei" , "HS_Accuracy" , "0.29" , "Mei"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Damage_All" , "106.08" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Damage_Barrier" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Accuracy_Critical" , "0.04" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Damage_Blocked" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Damage_Taken" , "761.54" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shot_Hit_Critical" , "1" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Deaths_All" , "3" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Assists_Defensive" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Eliminations" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Deaths_Environmental" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Kills_Environmental" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_FinalBlows" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Healing_Dealt" , "258.22" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Healing_Received" , "147.15" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Damage_Heroes" , "106.08" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Multikill_Best" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Multikills" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Kills_Objective" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Assists_Offensive" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Accuracy_Scoped" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Accuracy_Scoped_Critical" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Kills_Scoped_Critical" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots_Hit_Scoped_Critical" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots_Hit_Scoped" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots_Scoped" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Healing_Self" , "86.50" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots" , "85" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots_Hit" , "24" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Shots_Missed" , "60" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Kills_Solo" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Ultimates_Earned" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Ultimates_Used" , "0" , "Soldier: 76"
[00:03:49] , "Team 2" , "4" , "Soldier: 76" , "HS_Accuracy" , "0.29" , "Soldier: 76"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Damage_All" , "201.62" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Damage_Barrier" , "19.63" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Accuracy_Critical" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Damage_Blocked" , "584" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Damage_Taken" , "1372.55" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shot_Hit_Critical" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Deaths_All" , "3" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Assists_Defensive" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Eliminations" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Deaths_Environmental" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Kills_Environmental" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_FinalBlows" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Healing_Dealt" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Healing_Received" , "169.13" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Damage_Heroes" , "181.99" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Multikill_Best" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Multikills" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Kills_Objective" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Assists_Offensive" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Accuracy_Scoped" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Accuracy_Scoped_Critical" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Kills_Scoped_Critical" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots_Hit_Scoped_Critical" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots_Hit_Scoped" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots_Scoped" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Healing_Self" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots" , "8" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots_Hit" , "5" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Shots_Missed" , "3" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Kills_Solo" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Ultimates_Earned" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Ultimates_Used" , "0" , "Zarya"
[00:03:49] , "Team 2" , "3" , "Zarya" , "HS_Accuracy" , "0.63" , "Zarya"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Damage_All" , "438.51" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Damage_Barrier" , "35" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Accuracy_Critical" , "0.12" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Damage_Blocked" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Damage_Taken" , "3204.31" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shot_Hit_Critical" , "22" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Deaths_All" , "3" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Assists_Defensive" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Eliminations" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Deaths_Environmental" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Kills_Environmental" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_FinalBlows" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Healing_Dealt" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Healing_Received" , "1404.31" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Damage_Heroes" , "403.51" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Multikill_Best" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Multikills" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Kills_Objective" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Assists_Offensive" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Accuracy_Scoped" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Accuracy_Scoped_Critical" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Kills_Scoped_Critical" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots_Hit_Scoped_Critical" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots_Hit_Scoped" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots_Scoped" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Healing_Self" , "1157.51" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots" , "629" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots_Hit" , "179" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Shots_Missed" , "435" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Kills_Solo" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Ultimates_Earned" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Ultimates_Used" , "0" , "Roadhog"
[00:03:49] , "Team 2" , "2" , "Roadhog" , "HS_Accuracy" , "0.29" , "Roadhog"
[00:03:49] , "Team 2" , "1" , "Ana" , "HS_Damage_All" , "124.95" , "Ana"
[00:03:49] , "Team 2" , "1" , "Ana" , "HS_Damage_Barrier" , "0" , "Ana"
[00:03:49] , "Team 2" , "1" , "Ana" , "HS_Accuracy_Critical" , "0" , "Ana"
[00:03:49] , "Team 2" , "1" , "Ana" , "HS_Damage_Blocked" , "0" , "Ana"
